1,261129.69
2,261129.69
3,261129.69
4,260245.56
5,259797.91
6,259797.91
7,259405.59
8,259405.59
9,259229.69
10,259225.22
11,259225.22
12,259225.22
13,259225.22
14,259225.22
15,259225.22
16,259225.22
17,259225.22
18,259225.22
19,259225.22
20,259225.22
21,259225.22
22,259225.22
23,259225.22
24,259225.22
25,259163.13
26,258981.16
27,258888.28
28,258864.33
29,258836.85
30,258836.85
31,258836.85
32,258836.85
33,258836.85
34,258836.85
35,258836.85
36,258806.85
37,258806.85
38,258806.85
39,258773.08
40,258720.92
41,258720.92
42,258720.92
43,258720.92
44,258720.92
45,258720.92
46,258720.92
47,258720.92
48,258706.63
49,258664.64
50,258664.64
51,258618.72
52,258618.72
53,258618.72
54,258618.72
55,258618.72
56,258618.72
57,258557.87
58,258457.04
59,258457.04
60,258457.04
61,258412.07
62,258387.21
63,258387.21
64,258387.21
65,258387.21
66,258387.21
67,258387.21
68,258362.04
69,258362.04
70,258362.04
71,258362.04
72,258362.04
73,258362.04
74,258362.04
75,258342.53
76,258342.53
77,258169.79
78,258169.79
79,258169.79
80,258169.79
81,258169.79
82,258169.79
83,258169.79
84,258153.57
85,258153.57
86,258153.57
87,258153.57
88,258153.57
89,258153.57
90,258153.57
91,258153.57
92,258153.57
93,258153.57
94,258153.57
95,258125.59
96,258116.37
97,258116.37
98,258116.37
99,258116.37
100,258116.37
101,258116.37
102,258116.37
103,258116.37
104,258116.37
105,258116.37
106,258116.37
107,258116.37
108,258116.37
109,258116.37
110,258116.37
111,258116.37
112,258116.37
113,258116.37
114,258083.45
115,258057.18
116,258057.18
117,258057.18
118,258019.07
119,258019.07
120,258019.07
121,258019.07
122,258019.07
123,258019.07
124,258019.07
125,258019.07
126,258019.07
127,258019.07
128,258019.07
129,257957.97
130,257957.97
131,257957.97
132,257957.97
133,257957.97
134,257957.97
135,257957.97
136,257957.97
137,257957.97
138,257957.97
139,257957.97
140,257957.97
141,257957.97
142,257957.97
143,257957.97
144,257957.97
145,257957.97
146,257957.97
147,257957.97
148,257957.97
149,257957.97
150,257957.97
151,257957.97
152,257957.97
153,257957.97
154,257957.97
155,257957.97
156,257957.97
157,257957.97
158,257957.97
159,257957.97
160,257957.97
161,257957.97
162,257957.97
163,257957.97
164,257957.97
165,257957.97
166,257957.97
167,257957.97
168,257957.97
169,257957.97
170,257957.97
171,257957.97
172,257957.97
173,257957.97
174,257957.97
175,257957.97
176,257957.97
177,257957.97
178,257957.97
179,257957.97
180,257957.97
181,257957.97
182,257957.97
183,257957.97
184,257957.97
185,257957.97
186,257957.97
187,257957.97
188,257957.97
189,257937.25
190,257937.25
191,257870.88
192,257870.88
193,257870.88
194,257870.88
195,257852.27
196,257790.15
197,257790.15
198,257726.63
199,257726.63
200,257721.92
201,257721.92
202,257721.92
203,257721.92
204,257721.92
205,257721.92
206,257721.92
207,257721.92
208,257721.92
209,257721.92
210,257721.92
211,257721.92
212,257721.92
213,257721.92
214,257721.92
215,257721.92
216,257721.92
217,257715.21
218,257672.29
219,257672.29
220,257672.29
221,257532.30
222,257532.30
223,257532.30
224,257532.30
225,257532.30
226,257532.30
227,257532.30
228,257532.30
229,257516.08
230,257516.08
231,257516.08
232,257443.37
233,257443.37
234,257389.91
235,257389.91
236,257389.91
237,257319.62
238,257319.62
239,257319.62
240,257319.62
241,257319.62
242,257319.62
243,257257.19
244,257257.19
245,257257.19
246,257257.19
247,257257.19
248,257257.19
249,257223.06
250,257093.00
251,257093.00
252,257093.00
253,257093.00
254,257093.00
255,257020.05
256,256951.69
257,256901.66
258,256867.98
259,256867.98
260,256867.98
261,256867.98
262,256860.63
263,256832.69
264,256832.69
265,256832.69
266,256832.69
267,256832.69
268,256832.69
269,256791.44
270,256777.05
271,256777.05
272,256777.05
273,256719.62
274,256609.32
275,256609.32
276,256609.32
277,256609.32
278,256609.32
279,256503.49
280,256503.49
281,256503.49
282,256469.65
283,256469.65
284,256469.65
285,256469.65
286,256469.65
287,256457.09
288,256394.07
289,256372.62
290,256372.62
291,256372.62
292,256372.62
293,256372.62
294,256176.91
295,256149.86
296,256149.86
297,256149.86
298,256048.98
299,256014.77
300,256014.77
